1,"G","REINO",0,75,85,90,50,65,20,85
2,"D","ELBIOL",0,80,95,100,50,65,20,80
3,"D","GHULAM",0,80,55,100,50,65,20,80
4,"D","HISAJI",2,75,92,100,50,70,20,80
5,"D","KULIBOLI",0,65,90,100,50,65,20,80
6,"M","ELLAN",1,75,95,100,50,35,20,75
7,"M","HEMZIK",0,85,80,100,50,35,20,75
8,"M","LUPOZ",0,90,80,100,50,35,20,80
9,"A","IGUOIN",0,95,80,100,50,35,20,80
10,"A","CALLION",0,78,80,100,50,35,20,85
11,"A","MERETNS",1,85,90,100,50,35,20,80
12,"G","RAFAEL",0,100,95,100,50,35,80,80
13,"D","MAEGGIU",0,100,90,100,50,35,20,80
14,"M","INSIGNO",0,100,95,100,50,35,20,80
15,"M","GHEBBIADINI",0,100,95,100,50,35,20,80
16,"A","NEGRO",0,100,90,100,50,35,20,80
