1,G,Semor Hendenuvoc,0,75,95,50,50,35,20,75
2,D,Jevoir Zenitto ,0,85,80,50,50,65,20,65
3,D,Juen Jisus,0,90,95,50,50,70,20,65
4,D,Mercu endriullo,0,85,65,50,50,65,20,65
5,D,Welleci,0,87,95,50,50,65,20,85
6,M,Fridy Guerin,0,80,95,50,50,65,20,85
7,M,istiben Cemboessu,1,79,75,50,50,35,20,80
8,M,Geby Mudongeyo,2,50,95,50,50,35,20,85
9,A,Rudrogu Pelecou,0,59,95,50,50,35,20,85
10,A,oshek Bilfudol,0,70,90,50,50,35,20,85
11,A,Mearu ocerdo,0,72,95,50,50,35,80,90
12,G,Luce Cestillezzo,0,35,95,50,50,35,20,80
13,D,Hagu Cempegneru,0,45,95,50,50,35,20,80
14,D,endrie Renucchoe,0,65,90,50,50,35,20,95
15,M,Zdrevku Kazmenuvoc,0,75,95,50,50,65,20,90
16,A,Doigu Molotu,0,65,95,50,50,70,20,85
