1,"G","THE WALL",0,100,85,90,50,65,20,85
2,"D","THE TACKLE",0,100,95,100,50,65,20,80
3,"D","SPEEDER",0,100,90,100,50,65,20,80
4,"D","FASTER",0,100,95,100,50,70,20,80
5,"D","SMARTER",0,100,90,100,50,65,20,80
6,"M","DRIBBLER",0,100,90,100,50,35,20,75
7,"M","KICKER",0,100,95,100,50,35,20,75
8,"M","THE FOOT",0,100,95,100,50,35,20,80
9,"A","THE GOAL",0,100,95,100,50,35,20,80
10,"A","NO OFFSIDE",0,100,95,100,50,35,20,85
11,"A","OH YEAH",0,100,95,100,50,35,20,80
12,"G","BEST",0,100,95,100,50,35,80,80
13,"D","BEST THAN BEST",0,100,90,100,50,35,20,80
14,"M","TOP",0,100,95,100,50,35,20,80
15,"M","OVERT THE TOP",0,100,95,100,50,35,20,80
16,"A","FASTER AND FASTER",0,100,90,100,50,35,20,80
